id,ticker,action,action_date,reason,entry_price,stop_price,target_price,rs,vol_ratio,created_at,volume_ratio
18,AES,ADDED,2025-10-01,new_trigger,15.18,13.96,18.82,0.022704842876363294,5.856884252950757,2025-12-03 13:10:57,
19,ATXS,ADDED,2025-10-01,new_trigger,56.94,52.38,70.61,0.08518213417142345,1.9258548752869296,2025-12-03 13:10:57,
20,ATRC,ADDED,2025-10-01,new_trigger,56.94,52.38,70.61,0.08518213417142345,1.9258548752869296,2025-12-03 13:10:57,
21,AXON,ADDED,2025-10-01,new_trigger,346.08,318.39,429.14,0.5177350291753429,2.056561893059574,2025-12-03 13:10:57,
22,BILL,ADDED,2025-10-01,new_trigger,35.46,32.62,43.97,0.05304162822199101,1.76079077265036,2025-12-03 13:10:57,
23,BHVN,ADDED,2025-10-01,new_trigger,35.46,32.62,43.97,0.05304162822199101,1.76079077265036,2025-12-03 13:10:57,
24,BHK,ADDED,2025-10-01,new_trigger,35.46,32.62,43.97,0.05304162822199101,1.76079077265036,2025-12-03 13:10:57,
25,BHF,ADDED,2025-10-01,new_trigger,35.46,32.62,43.97,0.05304162822199101,1.76079077265036,2025-12-03 13:10:57,
26,BIT,ADDED,2025-10-01,new_trigger,10.19,9.37,12.63,0.015240000636876666,1.9178113711143323,2025-12-03 13:10:57,
27,BIPC,ADDED,2025-10-01,new_trigger,10.19,9.37,12.63,0.015240000636876666,1.9178113711143323,2025-12-03 13:10:57,
28,BIOA,ADDED,2025-10-01,new_trigger,10.19,9.37,12.63,0.015240000636876666,1.9178113711143323,2025-12-03 13:10:57,
29,CVS,ADDED,2025-10-01,new_trigger,76.25,70.15,94.55,0.11406489613431843,1.3984254731432786,2025-12-03 13:10:57,
30,CWH,ADDED,2025-10-01,new_trigger,35.24,32.42,43.7,0.05271897828547323,1.4332629479112506,2025-12-03 13:10:57,
31,CWEN,ADDED,2025-10-01,new_trigger,35.24,32.42,43.7,0.05271897828547323,1.4332629479112506,2025-12-03 13:10:57,
32,CWAN,ADDED,2025-10-01,new_trigger,35.24,32.42,43.7,0.05271897828547323,1.4332629479112506,2025-12-03 13:10:57,
33,CVNA,ADDED,2025-10-01,new_trigger,35.24,32.42,43.7,0.05271897828547323,1.4332629479112506,2025-12-03 13:10:57,
34,DAL,ADDED,2025-10-01,new_trigger,587.11,540.14,728.02,0.8783154680678258,1.6026704792054942,2025-12-03 13:10:57,
35,DMLP,ADDED,2025-10-01,new_trigger,149.15,137.22,184.94,0.22312599611847642,2.2609462887393845,2025-12-03 13:10:57,
36,DNLI,ADDED,2025-10-01,new_trigger,149.15,137.22,184.94,0.22312599611847642,2.2609462887393845,2025-12-03 13:10:57,
37,DMAC,ADDED,2025-10-01,new_trigger,149.15,137.22,184.94,0.22312599611847642,2.2609462887393845,2025-12-03 13:10:57,
38,DLY,ADDED,2025-10-01,new_trigger,149.15,137.22,184.94,0.22312599611847642,2.2609462887393845,2025-12-03 13:10:57,
39,DNA,ADDED,2025-10-01,new_trigger,149.15,137.22,184.94,0.22312599611847642,2.2609462887393845,2025-12-03 13:10:57,
40,DNOW,ADDED,2025-10-01,new_trigger,149.15,137.22,184.94,0.22312599611847642,2.2609462887393845,2025-12-03 13:10:57,
41,ES,ADDED,2025-10-01,new_trigger,71.6,65.87,88.78,0.10711346722504847,1.3043206024790943,2025-12-03 13:10:57,
42,GXO,ADDED,2025-10-01,new_trigger,76.26,70.16,94.56,0.11408482421062675,1.3078250818122887,2025-12-03 13:10:57,
43,H,ADDED,2025-10-01,new_trigger,76.26,70.16,94.56,0.11408482421062675,1.3078250818122887,2025-12-03 13:10:57,
44,HNRG,ADDED,2025-10-01,new_trigger,19.95,18.35,24.74,0.02984516478213568,1.3244883365319662,2025-12-03 13:10:57,
45,JNJ,ADDED,2025-10-01,new_trigger,184.88,170.09,229.25,0.27657444357752115,1.5361372893158511,2025-12-03 13:10:57,
46,LRCX,ADDED,2025-10-01,new_trigger,142.79,131.37,177.06,0.2136135697188201,1.3154377201053493,2025-12-03 13:10:57,
47,MU,ADDED,2025-10-01,new_trigger,182.04,167.47,225.72,0.2723255174794111,1.8504010916242208,2025-12-03 13:10:57,
48,ORI,ADDED,2025-10-01,new_trigger,42.77,39.35,53.03,0.06398384273574823,1.3225647279521917,2025-12-03 13:10:57,
49,PATH,ADDED,2025-10-01,new_trigger,100.21,92.19,124.26,0.14991268626359755,1.7709684023749404,2025-12-03 13:10:57,
50,PAGP,ADDED,2025-10-01,new_trigger,100.21,92.19,124.26,0.14991268626359755,1.7709684023749404,2025-12-03 13:10:57,
51,RAPT,ADDED,2025-10-01,new_trigger,14.59,13.42,18.09,0.02182661363774364,2.378404246793591,2025-12-03 13:10:57,
52,RAL,ADDED,2025-10-01,new_trigger,14.59,13.42,18.09,0.02182661363774364,2.378404246793591,2025-12-03 13:10:57,
53,RARE,ADDED,2025-10-01,new_trigger,14.59,13.42,18.09,0.02182661363774364,2.378404246793591,2025-12-03 13:10:57,
54,RBLX,ADDED,2025-10-01,new_trigger,14.59,13.42,18.09,0.02182661363774364,2.378404246793591,2025-12-03 13:10:57,
55,RAPP,ADDED,2025-10-01,new_trigger,14.59,13.42,18.09,0.02182661363774364,2.378404246793591,2025-12-03 13:10:57,
56,WDC,ADDED,2025-10-01,new_trigger,130.59,120.14,161.93,0.1953623965189554,2.1671351115302424,2025-12-03 13:10:57,
